SessionID,User,StartTime,EndTime,Reason
uVgF418q7L9vhmgr,cbrown@bootcamp.com,2021-04-13 07:14:39,2021-04-13 07:52:11,TIMEOUT
MpAu6WsjscQb3j1n,johnjackson@bootcamp.com,2021-04-13 07:15:09,2021-04-13 07:22:39,TIMEOUT
wcYisPh6GQYMVKON,xfarmer@bootcamp.com,2021-04-13 07:16:20,2021-04-13 07:48:52,TIMEOUT
ywSFBo50armQgCqQ,owenrobyn@bootcamp.com,2021-04-13 07:16:43,2021-04-13 09:30:49,TIMEOUT
eXkhXlqJF6FlsRnh,mark70@bootcamp.com,2021-04-13 07:17:05,2021-04-13 12:43:21,LOGOUT
DWvUIsEeJ38Tx8Tt,jasonwilliams@bootcamp.com,2021-04-13 07:18:59,2021-04-13 07:24:00,LOGOUT
sieiW1Y7fO2PQ7U1,bbrooks@bootcamp.com,2021-04-13 07:21:55,2021-04-13 08:29:29,TIMEOUT
kn6Uhj4YDTIyrk0g,yrodriguez@bootcamp.com,2021-04-13 07:22:49,2021-04-13 08:23:45,LOGOUT
c1rbGMG6gKe2nKAp,russell55@bootcamp.com,2021-04-13 07:27:42,2021-04-13 11:14:01,LOGOUT
GjGMJOpjN6cZAvt7,wrightdwayne@bootcamp.com,2021-04-13 07:29:32,2021-04-13 08:17:05,TIMEOUT
T6PEI1I5PLsuQLQc,chris85@bootcamp.com,2021-04-13 07:29:46,2021-04-13 07:35:18,LOGOUT
Avka0vOttY51nyMB,fernandezkaren@bootcamp.com,2021-04-13 07:30:08,2021-04-13 11:37:54,TIMEOUT
GGgosw13NL71MLjm,laurakey@bootcamp.com,2021-04-13 07:35:16,2021-04-13 10:02:55,TIMEOUT
c6kXJNeCl1MzlBes,ashleymiller@bootcamp.com,2021-04-13 07:35:50,2021-04-13 08:23:23,TIMEOUT
B4ynMeLwJbkExoeP,owenrobyn@bootcamp.com,2021-04-13 07:35:54,2021-04-13 07:47:18,LOGOUT
1kq27YZQa1rpO2tt,joshuamckinney@bootcamp.com,2021-04-13 07:37:52,2021-04-13 11:50:43,TIMEOUT
IkEHwAMZIBcEi1st,phyllis23@bootcamp.com,2021-04-13 07:38:03,2021-04-13 09:57:12,TIMEOUT
0UdRykyERs3PuGeO,ashleymiller@bootcamp.com,2021-04-13 07:38:09,2021-04-13 07:40:39,TIMEOUT
mzSPggZiI945X1Ag,angelicawalker@bootcamp.com,2021-04-13 07:38:36,2021-04-13 08:17:04,LOGOUT
7tyrasfu17xmNHiO,johnjackson@bootcamp.com,2021-04-13 07:39:42,2021-04-13 08:01:39,LOGOUT
r4ukjyePQVibD0jV,mark70@bootcamp.com,2021-04-13 07:39:48,2021-04-13 08:02:19,TIMEOUT
swkMKc3t3n0vlEOn,joel69@bootcamp.com,2021-04-13 07:42:23,2021-04-13 09:09:58,TIMEOUT
0adUc7umsA4mHRRl,christinagray@bootcamp.com,2021-04-13 07:42:40,2021-04-13 08:10:11,TIMEOUT
eOSvSHliJiBZurTU,mannwilliam@bootcamp.com,2021-04-13 07:43:13,2021-04-13 08:30:46,TIMEOUT
NEzthuEPtmGiJvvM,christina36@bootcamp.com,2021-04-13 07:44:30,2021-04-13 12:37:50,LOGOUT
IgqwWzqWXcKupROM,rachel09@bootcamp.com,2021-04-13 07:45:08,2021-04-13 09:57:46,TIMEOUT
pW80gk92X3o0T825,morgan54@bootcamp.com,2021-04-13 07:45:30,2021-04-13 07:48:00,TIMEOUT
E9HsErS3y2tCXPBr,qcarpenter@bootcamp.com,2021-04-13 07:46:24,2021-04-13 08:18:56,TIMEOUT
XYKn7hfdih4xthBd,angelavaldez@bootcamp.com,2021-04-13 07:46:30,2021-04-13 08:44:03,TIMEOUT
SjZw8AYsTHBPiaJY,pmiller@bootcamp.com,2021-04-13 07:46:49,2021-04-13 09:01:47,LOGOUT
ejlm50tyQ1x463G7,daniel98@bootcamp.com,2021-04-13 07:47:29,2021-04-13 09:00:57,LOGOUT
Vnn51vfQrB7E5OwP,daniel32@bootcamp.com,2021-04-13 07:50:29,2021-04-13 09:24:11,LOGOUT
HqUOZpER7w7fp6HO,villanuevadavid@bootcamp.com,2021-04-13 07:50:53,2021-04-13 08:08:24,TIMEOUT
bKQsjj9Z6oaZg7sU,christinagray@bootcamp.com,2021-04-13 07:51:10,2021-04-13 08:58:44,TIMEOUT
iqaYikh067lWd4Qj,ryan58@bootcamp.com,2021-04-13 07:52:11,2021-04-13 07:59:41,TIMEOUT
sV3BypAKlWpfHRa0,gregorywalters@bootcamp.com,2021-04-13 07:52:38,2021-04-13 08:16:07,LOGOUT
FAcX2ZABgBavU2sS,jonathansmith@bootcamp.com,2021-04-13 07:52:40,2021-04-13 10:05:18,TIMEOUT
niN0Q4YTjMZtV8bT,fcampbell@bootcamp.com,2021-04-13 07:53:11,2021-04-13 08:05:41,TIMEOUT
xDcg5Zy8whaxvgQb,phyllis23@bootcamp.com,2021-04-13 07:54:35,2021-04-13 09:32:11,TIMEOUT
KjH8vjFFwkEaKxgB,mcfarlandjoshua@bootcamp.com,2021-04-13 07:54:38,2021-04-13 08:04:59,LOGOUT
XUTYMPdrUodt2z4j,hfisher@bootcamp.com,2021-04-13 07:54:57,2021-04-13 09:32:33,TIMEOUT
CIGDue3H63M4ADTI,kbartlett@bootcamp.com,2021-04-13 07:55:29,2021-04-13 08:38:01,TIMEOUT
868vvBEFVDVgFrZi,joel69@bootcamp.com,2021-04-13 07:57:18,2021-04-13 09:09:52,TIMEOUT
mGIwQEcb0WwRRCdz,christopherthomas@bootcamp.com,2021-04-13 07:57:31,2021-04-13 08:40:03,TIMEOUT
hahWJdZ5mxWSCutA,chris85@bootcamp.com,2021-04-13 07:57:37,2021-04-13 09:40:13,TIMEOUT
m5j9zNfk4iCjSvCJ,kevinandrade@bootcamp.com,2021-04-13 07:58:06,2021-04-13 08:50:39,TIMEOUT
tcAUPpGNcoonbg46,jonathansmith@bootcamp.com,2021-04-13 07:58:35,2021-04-13 08:36:07,TIMEOUT
KgTaEdFJCwcSA2RZ,hessdonald@bootcamp.com,2021-04-13 07:58:50,2021-04-13 08:51:23,TIMEOUT
ZyRGjRX33mh6m9ml,nathan77@bootcamp.com,2021-04-13 07:59:28,2021-04-13 08:56:25,LOGOUT
OxIRWtVbe91NSDZE,cheryl89@bootcamp.com,2021-04-13 08:01:44,2021-04-13 10:55:59,TIMEOUT
OTa3B7POmizVmlu4,shawngibson@bootcamp.com,2021-04-13 08:02:13,2021-04-13 08:54:46,TIMEOUT
X13BHvIm2UsGfk8N,christine42@bootcamp.com,2021-04-13 08:03:51,2021-04-13 08:36:23,TIMEOUT
PQedBcmbOI3nEbJ1,yrodriguez@bootcamp.com,2021-04-13 08:04:02,2021-04-13 08:11:32,TIMEOUT
F5jJwt1USAgW8njt,mcfarlandjoshua@bootcamp.com,2021-04-13 08:04:28,2021-04-13 10:02:05,TIMEOUT
igyXTIiC4MG9w94d,gonzalezjerry@bootcamp.com,2021-04-13 08:05:33,2021-04-13 09:02:24,LOGOUT
0Z41iB3dDIFDQLwE,gpalmer@bootcamp.com,2021-04-13 08:05:41,2021-04-13 10:55:36,LOGOUT
aXMiauh96YwQgb3o,jacksonchad@bootcamp.com,2021-04-13 08:06:21,2021-04-13 11:14:03,TIMEOUT
XyV0laWo0xuAaXCE,jonathansmith@bootcamp.com,2021-04-13 08:06:44,2021-04-13 10:54:25,TIMEOUT
maWC2xmlM78DqE9A,cheryl89@bootcamp.com,2021-04-13 08:07:20,2021-04-13 11:30:03,TIMEOUT
oz6jT00HlG19XglY,robertphillips@bootcamp.com,2021-04-13 08:08:16,2021-04-13 09:25:51,TIMEOUT
8BKN9swvMT1N7j9B,jacksonchad@bootcamp.com,2021-04-13 08:08:38,2021-04-13 11:06:19,TIMEOUT
ZEY9frWghHMnzZ6x,kimberlywalker@bootcamp.com,2021-04-13 08:09:13,2021-04-13 08:11:43,TIMEOUT
jsbca9BUdS0q7GE3,jenniferwhite@bootcamp.com,2021-04-13 08:09:25,2021-04-13 09:31:56,LOGOUT
FptS5aqAZoVUd2CB,william61@bootcamp.com,2021-04-13 08:09:53,2021-04-13 11:06:59,LOGOUT
S1vXLYzbIhtdqKaY,angelavaldez@bootcamp.com,2021-04-13 08:09:59,2021-04-13 09:02:32,TIMEOUT
D3T3N9lZHHq7zFGb,hernandezfrank@bootcamp.com,2021-04-13 08:10:39,2021-04-13 08:28:10,TIMEOUT
hqNjekoE8EGrzR6O,bmorgan@bootcamp.com,2021-04-13 08:11:13,2021-04-13 11:08:54,TIMEOUT
Z4oiLdWUpIkglDBf,danielsjohn@bootcamp.com,2021-04-13 08:12:48,2021-04-13 10:05:25,TIMEOUT
cyagTMorRQjAIc84,mary29@bootcamp.com,2021-04-13 08:12:50,2021-04-13 08:33:01,LOGOUT
LQOkn8uKPXVG16Di,dmiller@bootcamp.com,2021-04-13 08:12:53,2021-04-13 10:10:30,TIMEOUT
siAm4Gdsdpn3Yqen,cookeeric@bootcamp.com,2021-04-13 08:16:00,2021-04-13 09:21:18,LOGOUT
i9YYdg6dXof5FkTH,bmorgan@bootcamp.com,2021-04-13 08:18:08,2021-04-13 10:25:46,TIMEOUT
eizvDoRECLLyBZLY,karenvalencia@bootcamp.com,2021-04-13 08:19:48,2021-04-13 11:07:29,TIMEOUT
1GezUrmdYfH3s738,gary20@bootcamp.com,2021-04-13 08:20:15,2021-04-13 10:40:44,LOGOUT
vM4MdXGAZVCu4TZJ,jacksonchad@bootcamp.com,2021-04-13 08:20:16,2021-04-13 08:29:32,LOGOUT
qu0ptAxQ8tTeONLi,rwolf@bootcamp.com,2021-04-13 08:21:09,2021-04-13 09:53:45,TIMEOUT
iRFRJhunLZin5JEw,ortegaholly@bootcamp.com,2021-04-13 08:21:39,2021-04-13 08:24:09,TIMEOUT
uUOepTqninrmGEOq,ortegaholly@bootcamp.com,2021-04-13 08:21:48,2021-04-13 14:24:42,TIMEOUT
eUN8tTRTzSME8IVK,cpatterson@bootcamp.com,2021-04-13 08:21:52,2021-04-13 08:47:11,LOGOUT
mzzjLO4rMSL3MKjU,bmarshall@bootcamp.com,2021-04-13 08:22:17,2021-04-13 09:39:52,TIMEOUT
Q4DGH4lmlz2Z4D9K,kinghenry@bootcamp.com,2021-04-13 08:22:46,2021-04-13 10:15:23,TIMEOUT
6h8D7whF6uyuehmS,cbrown@bootcamp.com,2021-04-13 08:22:57,2021-04-13 08:40:28,TIMEOUT
Yxa1fJZV26HcXWoI,joel69@bootcamp.com,2021-04-13 08:23:53,2021-04-13 09:16:26,TIMEOUT
4tEuf8LE7wnclxc6,isaacmoreno@bootcamp.com,2021-04-13 08:24:06,2021-04-13 10:51:45,TIMEOUT
qpZQGuCJV98NpmNH,joannastafford@bootcamp.com,2021-04-13 08:25:58,2021-04-13 09:08:30,TIMEOUT
rxbAlQdIgW9ISjxW,lisa74@bootcamp.com,2021-04-13 08:27:29,2021-04-13 09:48:08,LOGOUT
w9ozIpn014S8UQCo,rojasronald@bootcamp.com,2021-04-13 08:30:26,2021-04-13 08:56:24,LOGOUT
QQK4b4MpHTFZ8Q85,hmckay@bootcamp.com,2021-04-13 08:31:18,2021-04-13 08:48:49,TIMEOUT
meQKzWe4I6PgJTIK,joannastafford@bootcamp.com,2021-04-13 08:32:26,2021-04-13 09:40:00,TIMEOUT
M0aIz4yZOXidsHjj,uhill@bootcamp.com,2021-04-13 08:32:46,2021-04-13 09:45:20,TIMEOUT
po6XJJvJ0VcEpLBe,castillopamela@bootcamp.com,2021-04-13 08:33:24,2021-04-13 11:54:07,LOGOUT
3DnudBt7PRQZdWqz,cheryl89@bootcamp.com,2021-04-13 08:33:29,2021-04-13 08:39:58,LOGOUT
Dv0VQ1maqGuaFeHB,william61@bootcamp.com,2021-04-13 08:34:40,2021-04-13 11:22:21,TIMEOUT
TJvYRlbJCZeEBcaT,lhatfield@bootcamp.com,2021-04-13 08:36:04,2021-04-13 08:53:35,TIMEOUT
CFZjHEmC9NUkErIG,justin05@bootcamp.com,2021-04-13 08:37:12,2021-04-13 08:54:43,TIMEOUT
TapFPZuz2F8H8XTh,johnsonchristopher@bootcamp.com,2021-04-13 08:38:23,2021-04-13 12:47:28,LOGOUT
hauQbScqA7MEqCAy,castillopamela@bootcamp.com,2021-04-13 08:38:40,2021-04-13 09:21:12,TIMEOUT
Q6Zgi5q7hn5lzqXC,clairecordova@bootcamp.com,2021-04-13 08:39:07,2021-04-13 09:22:26,LOGOUT
UlKKBel64hN3jCEV,fmcfarland@bootcamp.com,2021-04-13 08:40:48,2021-04-13 08:43:18,TIMEOUT
NUn8NjyUKlmRtnL1,cbrown@bootcamp.com,2021-04-13 08:41:01,2021-04-13 11:38:42,TIMEOUT
PQfEiDURsqEPe4rq,yrodriguez@bootcamp.com,2021-04-13 08:41:46,2021-04-13 09:14:18,TIMEOUT
NWKuw6iDyIn5qax1,tscott@bootcamp.com,2021-04-13 08:41:50,2021-04-13 09:24:22,TIMEOUT
trXSwEJWq44HxA6w,dmiller@bootcamp.com,2021-04-13 08:42:54,2021-04-13 09:10:25,TIMEOUT
pPOfeqAlo8si9P4T,johnsonchristopher@bootcamp.com,2021-04-13 08:43:10,2021-04-13 10:20:46,TIMEOUT
cIqpM0ttvI4ZIEK7,xcrawford@bootcamp.com,2021-04-13 08:44:02,2021-04-13 09:26:35,LOGOUT
uuFad6yFs2hIdlld,peterharper@bootcamp.com,2021-04-13 08:44:17,2021-04-13 10:11:52,TIMEOUT
sa9QsIIH7TfujcPe,gary20@bootcamp.com,2021-04-13 08:44:53,2021-04-13 09:27:25,TIMEOUT
Xz9NbOsT8OQPETZ8,nathan77@bootcamp.com,2021-04-13 08:45:27,2021-04-13 11:38:08,LOGOUT
77pJj5xtSlMN6hD3,alexanderterri@bootcamp.com,2021-04-13 08:45:38,2021-04-13 08:56:06,LOGOUT
rDyorqo0ab5cNwFs,ashleymiller@bootcamp.com,2021-04-13 08:46:16,2021-04-13 09:43:35,LOGOUT
qGIxpDYPE3lHBW4h,randerson@bootcamp.com,2021-04-13 08:46:41,2021-04-13 12:06:43,LOGOUT
nY8stdVkJHblmMaF,peterharper@bootcamp.com,2021-04-13 08:47:44,2021-04-13 08:50:14,TIMEOUT
LDRvx0BOuWct2CRa,jenniferwhite@bootcamp.com,2021-04-13 08:51:13,2021-04-13 11:50:06,LOGOUT
S3UcYF523Pg1Hbey,mannwilliam@bootcamp.com,2021-04-13 08:51:22,2021-04-13 08:53:52,TIMEOUT
CqIDKXfexYDsPqoh,danielsjohn@bootcamp.com,2021-04-13 08:52:32,2021-04-13 10:25:08,TIMEOUT
PRHE6xraJNOYu4he,wrightdwayne@bootcamp.com,2021-04-13 08:53:48,2021-04-13 13:36:37,TIMEOUT
B9SsvRNej9RYR0Wx,bmarshall@bootcamp.com,2021-04-13 08:54:29,2021-04-13 10:30:01,LOGOUT
Cz76i4MwEzEEixzU,hmckay@bootcamp.com,2021-04-13 08:54:46,2021-04-13 12:27:30,TIMEOUT
K9lU0EmqRoQmKV1p,cookeeric@bootcamp.com,2021-04-13 08:55:33,2021-04-13 09:08:03,TIMEOUT
P6d1ztzgA9Zwl0BU,fmcfarland@bootcamp.com,2021-04-13 08:55:58,2021-04-13 09:38:37,LOGOUT
D7rHNtjhW9W6Hlpt,bhill@bootcamp.com,2021-04-13 08:56:40,2021-04-13 11:29:20,TIMEOUT
aQ3eXZT9s99htayZ,jaredwright@bootcamp.com,2021-04-13 08:56:48,2021-04-13 11:53:48,LOGOUT
t18RVR7mrZrrfqUA,kbartlett@bootcamp.com,2021-04-13 08:57:36,2021-04-13 10:58:19,TIMEOUT
sgPmr4qlOJzkaJR2,xjohnson@bootcamp.com,2021-04-13 08:59:18,2021-04-13 09:07:16,LOGOUT
MOiyzJ5qq1rkwKcO,stephenhowe@bootcamp.com,2021-04-13 08:59:31,2021-04-13 10:08:51,LOGOUT
9cuJorX2wQeP6IRC,fcampbell@bootcamp.com,2021-04-13 09:00:00,2021-04-13 09:32:32,TIMEOUT
IMyVCOkdn4i3mOFm,xfarmer@bootcamp.com,2021-04-13 09:01:41,2021-04-13 10:13:50,TIMEOUT
knTBAtM6B8QMLqLQ,cynthialozano@bootcamp.com,2021-04-13 09:02:22,2021-04-13 09:09:52,TIMEOUT
71Jc9LqyMsduQlG8,staceywilliams@bootcamp.com,2021-04-13 09:02:43,2021-04-13 09:43:33,LOGOUT
ZpVczAm8Ei7EVqYn,mannwilliam@bootcamp.com,2021-04-13 09:03:04,2021-04-13 10:30:20,LOGOUT
Rz2sYQl0HlLHRiuK,ojones@bootcamp.com,2021-04-13 09:03:05,2021-04-13 09:45:37,TIMEOUT
5voERZ4CZnanFSk8,jeremy06@bootcamp.com,2021-04-13 09:04:17,2021-04-13 10:30:05,LOGOUT
YjOKyXyX6oDFF0nI,yrodriguez@bootcamp.com,2021-04-13 09:04:40,2021-04-13 11:15:36,LOGOUT
yTunkMteNJXgs5bl,qcarpenter@bootcamp.com,2021-04-13 09:05:20,2021-04-13 10:33:59,TIMEOUT
AUYKQoXOERKdqUsG,pmiller@bootcamp.com,2021-04-13 09:06:21,2021-04-13 09:49:16,LOGOUT
z3wEvZzSWOteLAiB,david90@bootcamp.com,2021-04-13 09:06:43,2021-04-13 10:04:15,LOGOUT
RHven4ekJHptrGgj,plang@bootcamp.com,2021-04-13 09:09:22,2021-04-13 10:16:56,TIMEOUT
VSjUKfyG5hZp4SVg,steven66@bootcamp.com,2021-04-13 09:09:51,2021-04-13 10:12:25,TIMEOUT
h6h58EneBpXcsYSv,brandon33@bootcamp.com,2021-04-13 09:10:39,2021-04-13 10:03:12,TIMEOUT
y4sSBxuOHnVfxusC,randerson@bootcamp.com,2021-04-13 09:10:40,2021-04-13 09:48:12,TIMEOUT
qYpg7t1ZOnUZHwak,guzmanjennifer@bootcamp.com,2021-04-13 09:11:09,2021-04-13 09:31:44,LOGOUT
5HeCWrE9nqnGRXM5,russell55@bootcamp.com,2021-04-13 09:11:10,2021-04-13 09:23:40,TIMEOUT
PS1rwY8fxgfAeXeq,jeremy06@bootcamp.com,2021-04-13 09:11:24,2021-04-13 09:18:54,TIMEOUT
rSsXYKgSqfU8LLRQ,dmiller@bootcamp.com,2021-04-13 09:12:52,2021-04-13 09:55:24,TIMEOUT
KaLjXv35iC12dG4V,cbrown@bootcamp.com,2021-04-13 09:13:10,2021-04-13 10:25:44,TIMEOUT
V8Bza2urQIy0diDr,jessica44@bootcamp.com,2021-04-13 09:14:22,2021-04-13 12:04:53,LOGOUT
0RbnuU0Nkbn8Nd32,ryan58@bootcamp.com,2021-04-13 09:14:45,2021-04-13 09:57:17,TIMEOUT
6LhgQqrywNjds6vM,baldwinmichael@bootcamp.com,2021-04-13 09:15:06,2021-04-13 11:05:31,LOGOUT
X0II9SP7B4NMf1rM,rachel22@bootcamp.com,2021-04-13 09:16:50,2021-04-13 10:49:26,TIMEOUT
gKR0KwxLLpWZUpR3,rachel22@bootcamp.com,2021-04-13 09:17:22,2021-04-13 09:34:53,TIMEOUT
